id_disease	id_phenotype
100050	28
100050	49
100050	175
100050	202
100050	204
100050	316
100050	327
100050	343
100050	349
100050	394
100050	431
100050	463
100050	484
100050	486
100050	494
100050	508
100050	602
100050	765
100050	954
100050	974
100050	1004
100050	1156
100050	1159
100050	1371
100050	1388
100050	1394
100050	1417
100050	1470
100050	1763
100050	1972
100050	2023
100050	2055
100050	2240
100050	2816
100050	3318
100050	3502
100050	4792
100050	5190
100050	6530
100050	9466
100050	10886
100050	30084
100070	5112
100100	7
100100	28
100100	72
100100	126
100100	217
100100	767
100100	768
100100	951
100100	1374
100100	1562
100100	1627
100100	1643
100100	1762
100100	2023
100100	4392
100100	5199
100100	10957
100200	6
100200	486
100200	11349
100300	6
100300	7
100300	119
100300	175
100300	204
100300	252
100300	565
100300	568
100300	965
100300	1156
100300	1249
100300	1250
100300	1252
100300	1263
100300	1302
100300	1362
100300	1547
100300	1596
100300	1629
100300	1631
100300	1636
100300	1642
100300	1762
100300	1770
100300	1792
100300	2079
100300	2084
100300	2092
100300	2119
100300	2126
100300	2539
100300	2558
100300	3812
100300	4415
100300	6970
100300	7589
100300	7590
100600	6
100600	956
100650	1033
100650	3533
100675	6
100675	952
100700	6
100700	248
100700	347
100700	1166
100700	1388
100700	2682
100800	6
100800	238
100800	272
100800	403
100800	405
100800	1156
100800	1270
100800	1355
100800	1377
100800	2007
100800	2512
100800	2677
100800	2761
100800	2781
100800	2938
100800	2970
100800	3015
100800	3093
100800	4060
100800	5280
100800	5733
100800	8414
100800	8905
100800	8921
100800	8947
100800	11800
100800	100864
100820	6
100820	707
101000	6
101000	360
101000	365
101000	957
101000	1251
101000	2315
101000	2858
101000	2888
101000	100019
101000	7935
101000	9589
101000	9590
101000	9592
101000	9593
101000	9594
101000	9595
101000	9830
101000	100014
101120	6
101120	263
101120	272
101120	274
101120	303
101120	316
101120	327
101120	369
101120	377
101120	470
101120	586
101120	678
101120	1159
101120	1177
101120	1363
101120	9816
101120	10055
101120	11304
101200	6
101200	28
101200	126
101200	148
101200	175
101200	189
101200	193
101200	238
101200	239
101200	244
101200	270
101200	272
101200	303
101200	316
101200	337
101200	348
101200	365
101200	389
101200	452
101200	453
101200	486
101200	494
101200	586
101200	684
101200	689
101200	1061
101200	1162
101200	1177
101200	1249
101200	1274
101200	1331
101200	1355
101200	1507
101200	1629
101200	2021
101200	2032
101200	2119
101200	2623
101200	3041
101200	4397
101200	4440
101200	4468
101200	4487
101200	4635
101200	5048
101200	5280
101200	7099
101200	7291
101200	7343
101200	8111
101200	9642
101200	10554
101200	11800
101200	12368
101200	100702
101400	6
101400	175
101400	189
101400	248
101400	263
101400	270
101400	272
101400	294
101400	316
101400	324
101400	327
101400	348
101400	365
101400	369
101400	444
101400	460
101400	486
101400	508
101400	557
101400	586
101400	614
101400	1156
101400	1357
101400	1627
101400	1770
101400	1822
101400	2342
101400	2644
101400	2678
101400	2697
101400	2974
101400	3002
101400	3189
101400	3828
101400	4209
101400	4322
101400	4425
101400	4440
101400	4443
101400	8551
101400	9899
101400	9951
101400	9968
101400	10104
101400	11323
101400	12368
101600	6
101600	218
101600	238
101600	244
101600	303
101600	316
101600	327
101600	452
101600	453
101600	486
101600	494
101600	586
101600	678
101600	1159
101600	1249
101600	2308
101600	2676
101600	2780
101600	3041
101600	3070
101600	3196
101600	3795
101600	4440
101600	5280
101600	5347
101600	6101
101600	6110
101600	10055
101600	11304
101800	6
101800	28
101800	135
101800	238
101800	248
101800	286
101800	303
101800	316
101800	327
101800	365
101800	455
101800	463
101800	486
101800	635
101800	648
101800	668
101800	684
101800	689
101800	858
101800	995
101800	1169
101800	1249
101800	1530
101800	1847
101800	2650
101800	3083
101800	3165
101800	3416
101800	4279
101800	4490
101800	5280
101800	5280
101800	5616
101800	5756
101800	8450
101800	8479
101800	8873
101800	9803
101800	10049
101800	10230
101800	10743
101840	6
101840	2213
101840	12393
101840	200034
101840	200035
101850	6
101850	962
101850	200016
101900	6
101900	962
101900	1807
101900	200016
102000	6
102000	200015
102100	6
102100	98
102100	303
102100	478
102100	977
102100	1176
102100	10541
102100	30314
102150	6
102150	153
102150	414
102150	581
102150	1176
102150	1182
102150	1256
102150	1328
102150	1520
102150	2553
102200	6
102200	280
102200	822
102200	845
102200	858
102200	870
102200	1428
102200	1638
102200	1712
102200	2893
102200	6767
102200	11760
102200	30269
102200	100829
102300	6
102300	1336
102300	1425
102300	3401
102300	8991
102300	12452
102300	100785
102350	6
102350	951
102370	6
102370	160
102370	179
102370	311
102370	343
102370	414
102370	463
102370	527
102370	1072
102370	1609
102370	1773
102370	2002
102370	2750
102370	3026
102370	3300
102370	3510
102370	4279
102370	5900
102370	9803
102370	10049
102370	10579
102400	6
102400	3621
102400	9771
102400	10177
102500	6
102500	23
102500	28
102500	47
102500	107
102500	218
102500	238
102500	280
102500	286
102500	293
102500	343
102500	347
102500	369
102500	405
102500	445
102500	463
102500	470
102500	494
102500	506
102500	527
102500	574
102500	664
102500	689
102500	938
102500	939
102500	1007
102500	1388
102500	1508
102500	1537
102500	1643
102500	1671
102500	1799
102500	1842
102500	2566
102500	2645
102500	2688
102500	2751
102500	2756
102500	2857
102500	2953
102500	3083
102500	4322
102500	4586
102500	5463
102500	5758
102500	6180
102500	6480
102500	8421
102500	8462
102500	9748
102500	9771
102510	6
102510	765
102510	1241
102510	1770
102510	2652
102510	3468
102510	4601
102510	4614
102510	5048
102510	6101
102510	9467
102510	9611
102510	9778
102510	11304
102520	1180
102520	12210
102530	7
102530	789
102530	12205
102650	6
102650	1597
102650	9776
102650	9778
102660	6
102660	2664
102700	7
102700	246
102700	907
102700	926
102700	1442
102700	1508
102700	1744
102700	1880
102700	1888
102700	1890
102700	1967
102700	1973
102700	2014
102700	2090
102700	2099
102700	2240
102700	2644
102700	2718
102700	2720
102700	2841
102700	2850
102700	3212
102700	4429
102700	4430
102700	5359
102700	5365
102700	5424
102700	8348
102700	10976
102700	12191
102700	30273
102730	6
102730	1878
102730	2149
102730	4446
102730	4823
102730	30270
102770	6
102770	1319
102770	1324
102770	3198
102770	3394
102770	3710
102770	9020
102800	6
102800	1930
102900	6
102900	1901
102900	30271
103050	7
103050	154
103050	219
103050	219
103050	248
103050	252
103050	319
103050	343
103050	369
103050	463
103050	486
103050	639
103050	717
103050	718
103050	742
103050	748
103050	750
103050	752
103050	817
103050	1249
103050	1250
103050	1252
103050	1263
103050	1272
103050	1336
103050	1348
103050	1510
103050	2059
103050	2066
103050	2179
103050	2540
103050	3196
103050	3202
103050	3429
103050	3593
103050	5487
103050	6808
103050	11344
103050	40082
103100	6
103100	1265
103100	12074
103200	6
103200	716
103200	739
103200	1513
103200	2019
103200	2360
103200	2829
103200	3596
103200	3828
103200	7596
103200	12378
103200	12532
103230	6
103230	846
103230	953
103230	12605
103285	6
103285	202
103285	509
103285	579
103285	668
103285	677
103285	691
103285	958
103285	963
103285	964
103285	968
103285	992
103285	1171
103285	1480
103285	1770
103285	1803
103285	1839
103285	2209
103285	2215
103285	2286
103285	2293
103285	2293
103285	2557
103285	2561
103285	3187
103285	4334
103285	6357
103285	6610
103285	7455
103300	6
103300	160
103300	171
103300	190
103300	278
103300	286
103300	347
103300	1171
103300	3745
103300	9776
103300	12730
103400	6
103400	9775
103420	6
103420	522
103420	584
103420	613
103420	7732
103420	7820
103470	6
103470	407
103470	486
103470	505
103470	540
103470	613
103470	639
103470	1003
103470	1010
103470	1093
103470	1107
103470	1417
103470	1756
103470	5592
103470	7663
103470	7750
103500	6
103500	635
103500	2226
103500	2227
103500	7513
103500	7894
103500	8527
103500	8619
103580	6
103580	135
103580	293
103580	311
103580	470
103580	518
103580	639
103580	684
103580	821
103580	852
103580	939
103580	1156
103580	1249
103580	1250
103580	1513
103580	1831
103580	2135
103580	2684
103580	2905
103580	3165
103580	3456
103580	3472
103580	3812
103580	4322
103580	5280
103580	6297
103580	6960
103580	9381
103580	10049
103580	10743
103580	100543
103780	707
103900	6
103900	79
103900	822
103900	840
103900	859
103900	3351
103900	3674
103900	8221
103920	6
103920	2715
104000	1426
104000	1803
104000	2229
104000	2289
104000	2960
104000	7418
104100	6
104100	972
104100	1000
104100	1596
104100	2164
104100	3593
104100	8391
104110	6
104110	2232
104130	6
104130	704
104130	1250
104130	1256
104130	2289
104130	5597
104150	6
104150	7
104150	11432
104200	6
104200	93
104200	99
104200	100
104200	121
104200	407
104200	545
104200	790
104200	822
104200	1134
104200	1142
104200	2148
104200	2157
104200	3676
104200	3774
104200	4722
104200	30034
104290	6
104290	639
104290	1249
104290	1266
104290	1268
104290	1332
104290	2069
104290	12194
104290	200072
104300	6
104300	726
104300	1300
104300	1425
104300	2185
104300	2423
104300	2511
104310	726
104310	1300
104310	2185
104310	2185
104310	2423
104310	2511
104310	3584
104311	6
104311	726
104311	1300
104311	2185
104311	2423
104311	3593
104350	6
104350	126
104350	218
104350	238
104350	286
104350	316
104350	369
104350	431
104350	494
104350	508
104350	767
104350	1159
104350	1374
104350	1537
104350	1634
104350	1643
104350	2561
104350	2650
104350	2937
104350	2967
104350	5280
104350	8705
104400	9827
104500	6
104500	705
104510	6
104510	679
104510	705
104530	6
104530	679
104530	705
104530	6311
104570	6
104570	682
104570	958
104570	966
104570	1051
104570	1595
104570	1806
104570	6291
104600	6
104600	765
104600	869
104600	2690
104600	2893
104600	100829
105120	6
105120	83
105120	100
105120	973
105120	1149
105120	1271
105120	1283
105120	1438
105120	1638
105120	3216
105120	3581
105150	6
105150	726
105150	1297
105150	1342
105150	2170
105150	3216
105200	6
105200	93
105200	100
105200	112
105200	790
105200	822
105200	969
105200	988
105200	1396
105200	1744
105200	2240
105200	3216
105210	6
105210	20
105210	365
105210	505
105210	639
105210	726
105210	802
105210	1250
105210	1251
105210	1257
105210	1260
105210	1265
105210	1269
105210	1271
105210	1324
105210	1337
105210	1638
105210	1640
105210	2014
105210	2019
105210	2315
105210	2401
105210	12332
105210	2922
105210	3477
105210	3581
105210	3676
105210	3812
105210	4926
105210	7841
105210	10550
105210	11034
105250	6
105250	973
105250	989
105250	1149
105250	1291
105250	3581
105250	11034
105300	6
105300	20
105300	639
105300	1249
105300	1258
105300	1332
105300	2607
105300	3202
105400	6
105400	7
105400	1257
105400	1324
105400	1347
105400	1425
105400	2314
105400	2380
105400	2398
105400	3202
105400	3394
105400	7024
105400	7354
105400	10535
105500	6
105500	726
105500	1283
105500	1300
105500	1324
105500	2366
105500	3394
105500	7354
105550	6
105550	605
105550	716
105550	738
105550	741
105550	746
105550	1260
105550	1300
105550	1324
105550	2059
105550	2145
105550	2171
105550	2186
105550	2273
105550	2366
105550	2385
105550	2442
105550	2529
105550	3202
105550	3581
105550	3678
105550	7308
105550	7354
105563	6
105563	12450
105563	40183
105565	6
105565	2019
105565	4378
105570	6
105570	707
105580	6
105580	6763
105600	6
105600	952
105600	1972
105600	4810
105600	12543
105650	6
105650	175
105650	204
105650	218
105650	252
105650	270
105650	278
105650	316
105650	347
105650	457
105650	465
105650	470
105650	486
105650	494
105650	774
105650	878
105650	946
105650	980
105650	1199
105650	1249
105650	1508
105650	1511
105650	1622
105650	1629
105650	1631
105650	1635
105650	1680
105650	1873
105650	1875
105650	1894
105650	1896
105650	2669
105650	2697
105650	2863
105650	2984
105650	3003
105650	3593
105650	4322
105650	4810
105650	8437
105650	8447
105650	8475
105650	9777
105650	9778
105650	9944
105650	30270
105800	6
105800	2170
105800	4944
105805	6
105805	2617
105805	10438
105830	6
105830	154
105830	158
105830	248
105830	303
105830	327
105830	486
105830	490
105830	545
105830	577
105830	635
105830	639
105830	687
105830	749
105830	752
105830	1010
105830	1250
105830	1252
105830	1263
105830	1270
105830	1344
105830	1347
105830	1513
105830	2019
105830	2120
105830	2136
105830	2286
105830	2307
105830	2312
105830	2353
105830	2650
105830	3745
105830	5469
105830	5484
105830	5484
105830	6887
105830	6979
105830	7240
105830	8872
105830	10808
105830	10864
105830	200085
105835	1187
105835	1216
105835	3088
105835	4322
105835	8843
105835	9193
106050	6
106050	962
106050	3621
106050	3677
106050	3745
106070	6
106070	790
106070	1028
106070	1269
106070	2239
106070	2277
106100	6
106100	1600
106100	2013
106100	2014
106100	2027
106100	2960
106100	3477
106100	5225
106100	10783
106100	11855
106100	12027
106100	100665
106190	7
106190	970
106190	2046
106190	7459
106210	6
106210	501
106210	518
106210	526
106210	609
106210	639
106210	7750
106210	7759
106220	6
106220	501
106220	518
106220	526
106220	6498
106230	6
106230	482
106230	526
106240	6
106240	9916
106250	6
106250	175
106250	204
106250	9755
106260	6
106260	47
106260	54
106260	175
106260	204
106260	300
106260	327
106260	405
106260	413
106260	431
106260	498
106260	509
106260	561
106260	564
106260	653
106260	668
106260	687
106260	698
106260	707
106260	953
106260	970
106260	982
106260	1592
106260	1629
106260	1643
106260	1795
106260	1798
106260	2231
106260	2232
106260	2558
106260	4691
106260	8404
106260	9755
106280	6
106280	10296
106300	1425
106300	1426
106300	1659
106300	2037
106300	2808
106300	3418
106300	3765
106300	8843
106300	11675
106300	12122
106300	100686
106400	6
106400	7508
106400	8442
106500	6
106500	10783
106600	6
106600	668
106700	6
106700	2092
106700	2205
106700	5160
106700	8386
106700	9884
106750	6
106750	958
106750	1798
106750	7471
106900	6
106900	968
106900	1171
106900	1798
106900	10048
106990	6
106990	968
106990	1171
106990	1798
106990	2164
106990	5831
106990	8404
106990	9835
106990	10743
106995	6
106995	218
106995	322
106995	426
106995	430
106995	448
106995	494
106995	1798
106995	2164
106995	5793
106995	6118
106995	8404
106995	9237
106995	9943
107000	6
107000	1374
107000	1798
107000	2164
107000	8404
107000	9884
107100	6
107100	143
107100	2023
107200	6
107200	458
107250	6
107250	1115
107250	7700
107250	7759
107320	6
107320	1973
107320	4420
107320	4936
107480	3
107480	6
107480	28
107480	47
107480	48
107480	76
107480	83
107480	89
107480	110
107480	136
107480	143
107480	252
107480	384
107480	400
107480	407
107480	567
107480	821
107480	1177
107480	1199
107480	1249
107480	1440
107480	1537
107480	1629
107480	1636
107480	1864
107480	2020
107480	2023
107480	2025
107480	2247
107480	4453
107480	4467
107480	4691
107480	4792
107480	6097
107480	6179
107480	8551
107480	9779
107480	9921
107480	9944
107480	10331
107480	10481
107480	10709
107480	10743
107480	11304
107480	30676
107480	100015
107500	6
107500	252
107500	1249
107500	1999
107500	2627
107550	1116
107550	1680
107550	480
107550	10628
107550	10817
107550	11611
107600	6
